BookingID	Travel Type	Class	Seat Number	PassengerID	FlightID
17675	Business travel	Business	19738	98868	24487
24748	Business travel	Business	24	10216	58200
28898	Business travel	Eco	19040	43217	60149
20576	Personal Travel	Eco	2350	123215	90598
26017	Business travel	Eco	4550	54481	40668
22339	Business travel	Business	32633	101273	26125
12990	Business travel	Eco	1900	107357	50168
12950	Business travel	Eco	13723	71820	117352
22049	Personal Travel	Eco	20354	90298	29040
22045	Personal Travel	Eco	7150	30112	125837
23795	Business travel	Eco	20910	49518	31257
14756	Business travel	Business	350	95689	44706
27389	Business travel	Business	22240	3877	123228
24307	Business travel	Business	4290	100197	37981
14765	Business travel	Business	2860	85444	31882
23050	Personal Travel	Eco Plus	9407	63494	27465
28328	Business travel	Eco	21848	122457	101196
12593	Business travel	Eco	7805	84604	51384
18684	Personal Travel	Business	23630	97047	193
15408	Business travel	Business	24	22057	15335
26186	Business travel	Eco	700	17846	26428
27819	Business travel	Business	12746	61345	3046
15378	Business travel	Business	22316	2960	69444
13364	Personal Travel	Eco	7540	101522	112796
13914	Personal Travel	Eco	16150	89462	94219
18472	Business travel	Eco	8190	12636	75249
28446	Business travel	Business	13980	127730	64254
16954	Business travel	Business	1810	113543	94035
23679	Personal Travel	Eco	23533	5721	80164
28326	Business travel	Eco	4290	88494	81866
24006	Personal Travel	Eco Plus	24	19603	46634
19648	Business travel	Business	2210	69027	113620
26116	Business travel	Eco	38956	22934	106048
27251	Business travel	Business	1330	23391	101790
21883	Business travel	Business	845	55301	9924
19554	Business travel	Business	11944	106083	101780
28197	Business travel	Business	20002	14818	47147
17368	Personal Travel	Eco	4116	116453	84875
18789	Personal Travel	Eco	50	58234	34441
29346	Business travel	Business	5420	46203	37693
28696	Business travel	Business	1020	49766	45501
26401	Business travel	Business	1330	88150	45600
25033	Personal Travel	Eco	10973	46173	51987
17421	Personal Travel	Eco	4030	53496	37234
16426	Business travel	Business	5779	86769	84749
22487	Personal Travel	Eco	982	17322	34790
14178	Personal Travel	Business	1793	29720	90125
15663	Business travel	Eco	3740	18895	96437
19324	Business travel	Business	2315	54647	94082
22424	Business travel	Business	520	9428	116147
27803	Personal Travel	Eco	11192	123249	113178
15451	Business travel	Business	98	75455	102906
25660	Business travel	Eco	6059	12684	85173
18174	Business travel	Business	850	27491	118662
12124	Personal Travel	Eco	855	16331	62666
14995	Business travel	Business	1114	98424	55125
17900	Business travel	Business	334	81250	47800
24836	Personal Travel	Eco	3900	11610	37239
12261	Business travel	Eco	9348	64979	17439
25638	Business travel	Business	150	74502	94063
22654	Business travel	Business	7227	100996	25791
25654	Business travel	Business	380	103657	19462
16388	Business travel	Business	784	82409	19489
12543	Business travel	Eco	3900	30475	53176
28478	Personal Travel	Eco	6598	5302	31021
12553	Personal Travel	Eco	48	95277	94499
27962	Business travel	Eco Plus	766	30204	64061
16508	Business travel	Business	2000	117065	91678
21113	Personal Travel	Eco	3570	125216	45325
25643	Business travel	Business	2224	69367	77193
26406	Business travel	Business	4030	93159	88360
11442	Personal Travel	Business	1634	121215	93309
17778	Business travel	Business	3058	75555	7185
24022	Personal Travel	Business	985	119455	74845
17899	Business travel	Business	331	120286	34687
17714	Business travel	Eco	5900	82082	77763
22689	Business travel	Eco	3753	12266	85328
24021	Business travel	Eco	3640	43302	34219
19287	Personal Travel	Eco	248	101416	16041
15045	Business travel	Business	545	100005	101941
25434	Personal Travel	Eco	2130	119004	10712
11837	Personal Travel	Eco	3710	48574	114629
11942	Business travel	Business	7800	49377	46028
21792	Business travel	Business	4250	76363	5702
21712	Business travel	Eco	221	18859	7576
12269	Personal Travel	Eco Plus	855	72316	86000
27886	Business travel	Eco	7410	14482	74454
22324	Business travel	Business	2474	2393	4029
29420	Business travel	Business	2720	112071	123822
16557	Business travel	Business	3672	123131	112128
13662	Business travel	Business	2615	4856	123130
21014	Personal Travel	Eco	4145	34984	119528
26907	Business travel	Eco	3770	32391	102774
29471	Business travel	Business	170	66874	96096
13575	Business travel	Eco	4309	45799	89872
25688	Business travel	Eco	2465	9067	118228
20942	Business travel	Business	48	29283	38149
26950	Business travel	Business	329	74260	26107
18881	Personal Travel	Eco	7215	129779	100232
17361	Business travel	Business	910	99681	85646
27970	Business travel	Eco	1758	46497	71340
16887	Business travel	Business	4030	81710	2045
29332	Personal Travel	Eco	6266	11271	104192
12666	Business travel	Business	987	122417	110162
21551	Business travel	Business	1205	38112	108947
11163	Business travel	Business	3400	22181	111691
17583	Business travel	Business	3753	71778	102142
24475	Personal Travel	Eco	100	47671	121825
29238	Business travel	Eco Plus	8714	40132	99071
22891	Business travel	Business	1013	110781	43113
11850	Personal Travel	Eco	9446	20135	80940
17437	Business travel	Business	3900	50173	26436
17541	Business travel	Eco Plus	338	53246	31646
11858	Business travel	Eco Plus	6848	88810	26188
26196	Business travel	Business	8059	59823	66505
19617	Business travel	Eco	671	37491	106572
12006	Business travel	Business	3640	96589	22188
19003	Business travel	Eco	10161	86232	43552
19452	Business travel	Business	8256	115506	44759
14714	Business travel	Business	565	29592	20022
26939	Personal Travel	Eco	6490	88611	124893
14944	Personal Travel	Eco	7552	91646	40020
26430	Business travel	Business	333	112356	49932
23747	Business travel	Business	8004	60636	10578
12022	Personal Travel	Eco	780	35861	17311
27846	Business travel	Eco	8659	10919	38724
28888	Business travel	Business	2596	97747	112945
26841	Business travel	Business	4842	48722	96119
28318	Business travel	Eco	8631	90953	19078
16038	Personal Travel	Eco	1807	106034	83463
17739	Business travel	Business	6384	97461	104012
24647	Business travel	Business	8590	7906	34875
26612	Business travel	Eco	565	89076	12699
23378	Business travel	Business	6730	71537	116045
16963	Business travel	Eco	8117	22674	91033
25916	Business travel	Business	226	71576	92620
22560	Business travel	Business	6982	66651	65433
18916	Personal Travel	Eco	8130	57663	93041
28393	Business travel	Business	339	79858	91690
23939	Business travel	Eco	6962	44221	112922
28498	Business travel	Eco	6490	115543	32618
16651	Business travel	Business	898	66024	53515
21952	Personal Travel	Eco	8546	89744	114662
17622	Personal Travel	Eco	296	103099	118446
21930	Personal Travel	Eco	7239	14717	82283
16636	Personal Travel	Eco	3916	2874	71925
15503	Business travel	Business	226	125974	61052
23227	Business travel	Eco	10276	12900	112664
21341	Business travel	Business	221	112343	64397
23856	Business travel	Business	7434	90774	23281
24196	Business travel	Eco	3558	32540	813
25374	Business travel	Eco	9006	21718	125042
20616	Personal Travel	Eco	50	129062	116581
13794	Personal Travel	Eco	8102	121176	52171
20463	Business travel	Eco	12870	22298	80335
26273	Business travel	Business	17138	124367	7224
13874	Business travel	Business	39369	4113	74765
19291	Business travel	Eco	40552	20940	36428
12227	Business travel	Eco	2688	104397	74368
12410	Personal Travel	Eco	10056	54881	60321
20991	Personal Travel	Eco	19152	14590	115845
14158	Personal Travel	Eco	17702	8265	117043
12431	Business travel	Eco	10708	99557	114417
11514	Business travel	Business	15990	4329	7393
26167	Business travel	Eco	24	22827	99421
18978	Business travel	Business	24	54988	103888
23269	Personal Travel	Eco	24	46950	69976
15754	Business travel	Eco	11183	25445	36683
19083	Business travel	Business	36660	3526	17448
13664	Business travel	Eco	6708	73931	24414
16092	Business travel	Business	22599	84324	86783
24609	Business travel	Business	15328	125376	89416
25826	Business travel	Business	37050	79324	40951
22439	Business travel	Eco	24	75184	119620
18606	Business travel	Eco	13806	79038	34996
16976	Business travel	Business	37645	83057	43952
28679	Personal Travel	Eco	37617	75271	126458
23021	Business travel	Business	14996	93486	59468
23484	Personal Travel	Eco	5076	15103	8862
26278	Business travel	Business	11310	100581	16224
16241	Business travel	Business	24788	69890	85665
12398	Business travel	Eco	10790	119294	81475
21782	Business travel	Business	672	8023	95604
23835	Personal Travel	Eco	408	8703	75190
28550	Business travel	Business	17228	82734	43686
29153	Business travel	Eco	11978	47650	116873
16127	Business travel	Business	11166	107818	68419
16168	Business travel	Business	11050	61146	107200
25081	Business travel	Business	15222	108597	86705
20022	Personal Travel	Eco	12887	50666	46953
17969	Business travel	Business	12350	69345	52747
18263	Business travel	Business	40049	125075	73777
26015	Business travel	Eco	11152	94956	35718
23423	Business travel	Eco	13874	43614	230
26641	Personal Travel	Eco	18056	15022	55176
26640	Business travel	Business	19762	121458	56819
18820	Business travel	Business	41660	118984	20659
27270	Business travel	Business	24	78845	101660
15152	Business travel	Business	24	127858	88411
22172	Business travel	Eco	24136	49420	92021
18901	Business travel	Business	4734	27673	111750
18498	Business travel	Business	11960	54954	94144
21749	Business travel	Business	24	45320	54502
11151	Business travel	Business	672	46120	30022
23365	Personal Travel	Eco	36158	120020	57699
19006	Business travel	Business	11187	108763	118695
21802	Business travel	Eco	11570	21916	16214
27047	Business travel	Eco Plus	18998	112005	22579
22367	Personal Travel	Eco	24	124389	92859
14002	Personal Travel	Eco	41971	90159	97528
21002	Business travel	Eco	1666	49	94769
19072	Business travel	Business	43471	2542	13559
25883	Business travel	Eco Plus	16120	59162	57335
17862	Business travel	Eco	24	13192	68810
17146	Personal Travel	Eco	37937	40282	126150
15316	Personal Travel	Eco	24	7925	13561
14521	Business travel	Business	9691	67053	66982
20015	Business travel	Business	24	46901	23006
21147	Business travel	Business	29146	105715	5139
12668	Business travel	Business	43292	119245	13489
25810	Business travel	Business	44614	102286	5415
13063	Business travel	Business	5763	114142	7010
17923	Business travel	Eco	3770	109533	123302
19751	Business travel	Business	32332	40149	114822
13635	Personal Travel	Eco	7232	96660	89301
12913	Personal Travel	Eco	10140	108038	160
23188	Business travel	Business	28084	106715	82996
20465	Personal Travel	Eco	4726	32983	2598
27790	Business travel	Eco	48511	112546	77176
14117	Business travel	Eco	3729	86971	24260
23259	Business travel	Business	57268	12156	36729
23345	Business travel	Business	411	80552	112709
25361	Business travel	Business	3900	81646	30672
11816	Business travel	Business	10509	110330	79296
26325	Business travel	Business	30680	122596	120449
21967	Business travel	Eco	8136	37363	6538
13656	Business travel	Business	57546	86810	84269
12708	Business travel	Business	137	39383	12738
15380	Business travel	Business	29972	79556	81527
20938	Personal Travel	Eco	11074	99707	11968
22331	Business travel	Eco Plus	3640	5941	110643
21931	Business travel	Business	6780	25258	23851
16945	Business travel	Business	27848	122169	9001
27909	Personal Travel	Eco	42683	8283	111039
24528	Business travel	Business	52681	27206	128549
22696	Business travel	Eco Plus	8340	26733	93006
17944	Business travel	Eco	6519	20792	115426
12353	Personal Travel	Eco	6500	68267	52355
15864	Personal Travel	Eco	5424	121486	77086
21543	Personal Travel	Eco	23010	98839	68995
23990	Business travel	Eco	4160	9052	52734
16966	Personal Travel	Eco	48650	74747	35345
25224	Personal Travel	Eco	5650	22616	78216
26148	Personal Travel	Eco	2877	86494	93209
16097	Business travel	Business	7540	25766	82315
23421	Personal Travel	Business	30562	125992	90151
11710	Business travel	Business	49206	61594	88459
11051	Personal Travel	Eco	1908	63406	50409
18108	Business travel	Business	7645	55453	126571
12304	Personal Travel	Eco	20414	81221	86443
12081	Personal Travel	Eco	7540	116011	129526
14041	Personal Travel	Eco	9605	66789	77741
29019	Business travel	Eco	46201	36973	93071
23321	Business travel	Eco	28084	27914	109881
12073	Business travel	Business	4068	67644	2022
21212	Business travel	Eco	10790	39691	106290
29217	Personal Travel	Eco	10660	50531	14092
25229	Business travel	Eco	137	15866	86470
13204	Business travel	Business	3955	126942	53355
20941	Business travel	Eco Plus	27022	13849	7808
21041	Business travel	Business	47385	3131	112418
26365	Business travel	Business	5460	6193	106387
16291	Business travel	Business	27258	7074	24144
12748	Business travel	Business	45420	70271	65816
24700	Business travel	Eco	8580	65849	66899
25588	Business travel	Eco Plus	3250	16742	102335
13811	Personal Travel	Eco Plus	226	11501	94821
19386	Business travel	Business	6490	115025	114627
12663	Personal Travel	Eco Plus	7198	119760	2681
25285	Business travel	Business	452	129083	27237
24615	Personal Travel	Eco	7552	1148	40066
20895	Business travel	Business	8284	90424	68855
21911	Business travel	Business	8366	106037	56546
25215	Personal Travel	Eco	7080	48255	10791
14304	Personal Travel	Eco	130	53974	62981
14423	Business travel	Eco	8340	23856	126546
22664	Personal Travel	Eco	7824	89179	39422
11138	Personal Travel	Eco	7316	126382	56073
23561	Personal Travel	Eco Plus	8562	76210	3583
21925	Personal Travel	Eco	8732	124596	22650
21921	Business travel	Business	1017	88506	108341
19404	Personal Travel	Eco	8201	53317	125620
18714	Business travel	Eco	339	15212	7815
21949	Business travel	Eco	7788	103041	19132
17559	Business travel	Business	113	129190	21386
15904	Business travel	Business	8144	14484	102814
12653	Personal Travel	Eco	7198	33049	46412
25385	Business travel	Business	24	94195	51557
11458	Personal Travel	Eco	7198	9387	111871
22431	Business travel	Business	8618	50080	13007
19069	Business travel	Business	50	33541	9728
19272	Business travel	Business	8340	59306	41368
28419	Business travel	Business	791	93	107211
12323	Personal Travel	Eco	5310	25384	10687
25205	Personal Travel	Eco	278	20642	69566
18943	Business travel	Business	1590	69636	81462
28817	Business travel	Eco	3510	44884	2355
18194	Business travel	Eco	48	31106	38814
28658	Personal Travel	Eco	339	96405	36628
18620	Business travel	Business	8618	54161	58670
24766	Business travel	Business	8757	41127	116212
14403	Business travel	Eco	3776	72862	112731
23015	Business travel	Business	4770	72909	83882
16615	Personal Travel	Eco Plus	8618	17114	18712
11319	Business travel	Business	339	92979	113027
19460	Business travel	Eco	6962	36624	49330
27170	Business travel	Business	695	40994	129705
17212	Business travel	Business	7080	105299	50315
12823	Business travel	Business	8618	11711	59853
23825	Personal Travel	Eco	6464	47520	79926
11621	Personal Travel	Eco	310	115970	51356
15314	Personal Travel	Eco	8757	21238	36327
23614	Business travel	Business	113	128624	106803
20006	Business travel	Eco Plus	7198	16296	48037
15089	Business travel	Business	139	56043	108493
11829	Business travel	Business	113	78407	9167
19241	Business travel	Eco	2712	49360	75539
11776	Business travel	Business	139	113425	118002
28237	Personal Travel	Eco Plus	155	105202	2702
17317	Personal Travel	Eco	4176	28696	79603
13733	Personal Travel	Eco	8618	113653	36465
16847	Business travel	Eco	48	15308	116572
28859	Personal Travel	Eco Plus	8201	40339	35249
27367	Personal Travel	Business	6726	105610	74396
28740	Personal Travel	Eco	390	101827	120065
11889	Personal Travel	Eco Plus	139	61855	58671
26035	Business travel	Business	226	21739	46543
25770	Personal Travel	Eco	8479	122092	110547
28605	Personal Travel	Eco Plus	113	29423	12427
23194	Personal Travel	Eco	7906	57975	44056
11408	Personal Travel	Business	8618	37244	7502
26550	Personal Travel	Eco	7080	23622	28478
21719	Business travel	Eco	226	38133	16320
27395	Business travel	Business	8062	77551	40590
13338	Business travel	Business	4060	52156	96296
18299	Business travel	Business	8618	61728	104757
13015	Business travel	Business	226	122591	119379
16287	Personal Travel	Eco	155	46961	97179
17311	Business travel	Business	6962	110243	99672
15700	Personal Travel	Eco	7028	83288	63223
24990	Business travel	Business	226	12709	78103
23470	Business travel	Business	7923	16496	50888
19600	Personal Travel	Eco Plus	2825	6476	28995
28273	Business travel	Eco	8896	16567	116492
13196	Personal Travel	Eco	3197	42074	26583
27722	Business travel	Eco	260	25781	78989
13187	Personal Travel	Eco	565	102450	19822
16215	Business travel	Eco	7906	24463	114859
25125	Personal Travel	Eco	6844	5865	67939
16487	Personal Travel	Eco	390	108862	2263
11021	Personal Travel	Eco	477	21640	118754
23504	Business travel	Business	3475	35142	58895
18419	Personal Travel	Eco	565	7495	375
14275	Business travel	Business	8479	98171	122580
18917	Business travel	Business	7923	12888	71889
14448	Business travel	Business	318	66879	26827
20921	Business travel	Business	339	124788	47252
23591	Personal Travel	Eco	2919	89184	10519
18972	Personal Travel	Eco	130	61106	62181
13160	Business travel	Eco	34220	23846	37437
17549	Business travel	Business	4960	92811	21556
11239	Business travel	Eco	8927	122685	108417
27048	Business travel	Business	43229	115931	54731
15257	Business travel	Business	4448	53276	26632
27633	Personal Travel	Eco	30444	65486	64279
27920	Personal Travel	Eco	40032	14813	27205
17481	Business travel	Business	9540	82684	53060
17128	Business travel	Business	1243	71568	57665
26794	Business travel	Eco	3892	64069	16307
21275	Business travel	Eco	8190	15045	125310
28488	Personal Travel	Business	3955	59519	65413
14536	Business travel	Eco	9765	28147	44800
29415	Business travel	Business	7645	83031	61908
20363	Business travel	Eco	26904	39583	16453
15181	Business travel	Eco	42534	110885	109076
11526	Business travel	Business	8588	123071	62490
24995	Business travel	Business	4650	118378	32134
13091	Business travel	Eco	33562	40734	50298
16760	Personal Travel	Eco Plus	34889	40946	13076
20011	Business travel	Eco	29500	77372	80081
20629	Personal Travel	Eco	6328	32979	20413
22582	Business travel	Business	4290	76345	42972
16012	Business travel	Eco	834	12404	38652
25718	Personal Travel	Eco	13197	47098	21824
22164	Personal Travel	Eco	37530	60546	107084
20222	Business travel	Business	34704	118455	30490
29459	Personal Travel	Eco	7345	37187	110630
18750	Business travel	Eco	1807	54356	99679
21262	Personal Travel	Eco	4805	30751	125091
28436	Business travel	Business	13950	124643	60315
13329	Personal Travel	Business	4031	27277	58453
16553	Business travel	Business	6328	49710	70177
25040	Business travel	Business	29500	92424	39552
12347	Business travel	Business	41839	119133	51284
19100	Business travel	Eco	36418	105713	60316
13884	Business travel	Business	4587	100434	91262
18090	Business travel	Eco	26786	24071	29961
14009	Personal Travel	Eco	1808	113182	110179
22847	Business travel	Business	7150	33609	27126
17698	Business travel	Business	9222	106748	113856
19665	Business travel	Business	4309	10185	84783
14532	Personal Travel	Eco	332	40912	119482
23192	Personal Travel	Eco	37530	39945	22923
25687	Business travel	Eco	35028	52060	72552
18249	Business travel	Eco	30798	129716	71322
23886	Business travel	Business	6554	100020	78230
15275	Business travel	Business	520	33592	103034
19085	Business travel	Business	3753	106745	42587
28470	Business travel	Business	14105	10529	33655
14746	Business travel	Eco	48233	88438	114765
12395	Business travel	Business	5198	97308	36627
26455	Business travel	Eco	5004	36994	117210
20848	Business travel	Business	9858	73404	76613
20175	Business travel	Business	8970	42168	8035
17477	Personal Travel	Eco	26786	21111	87639
13361	Business travel	Business	9145	48062	70102
11422	Business travel	Eco	4309	16181	7255
24939	Business travel	Business	6215	77088	110429
19290	Business travel	Business	29028	95594	120607
18899	Business travel	Business	322	84040	75365
18101	Personal Travel	Eco	44897	60594	68096
12523	Personal Travel	Eco Plus	40727	121207	87331
21064	Business travel	Business	5580	111271	128245
12127	Personal Travel	Eco Plus	3753	63107	109055
12676	Personal Travel	Eco	5763	33918	33060
16672	Business travel	Business	32588	65597	6780
17566	Business travel	Business	8249	53292	125362
23770	Business travel	Business	32828	93940	48513
14375	Personal Travel	Eco	6510	77173	57045
20014	Business travel	Eco	3614	26013	80258
13905	Business travel	Eco	44063	101103	25452
27147	Business travel	Eco Plus	43924	4403	23389
27569	Business travel	Business	37120	108839	122013
21769	Business travel	Business	47121	61555	27488
11413	Business travel	Eco	5115	57901	9556
27464	Business travel	Business	8249	127699	127633
14608	Business travel	Eco	4865	124642	95444
20390	Business travel	Business	39615	110647	87295
16894	Business travel	Business	6102	128950	23033
16486	Business travel	Business	11187	25286	24317
15345	Business travel	Business	40588	41649	103232
27575	Business travel	Business	5735	86105	78874
26032	Business travel	Eco	31088	100329	56820
20866	Business travel	Business	6811	4652	81373
24921	Business travel	Business	28884	51705	31092
14272	Personal Travel	Business	35148	74891	38919
15579	Business travel	Business	1356	125500	34926
20523	Business travel	Eco	26564	13731	37282
14491	Personal Travel	Eco	8618	112508	68023
22029	Personal Travel	Eco	4587	36885	25055
28539	Business travel	Business	7345	111939	121685
22420	Personal Travel	Eco	35960	101346	90534
27773	Business travel	Business	678	115254	41395
28917	Personal Travel	Eco	4960	95111	91874
12274	Personal Travel	Business	9610	68838	99053
23758	Business travel	Business	6672	57166	51374
19366	Business travel	Business	7458	55327	68246
23744	Business travel	Business	9153	72756	56580
15256	Personal Travel	Eco	9455	114046	102606
12573	Business travel	Business	8340	13189	21725
19039	Business travel	Business	4170	50047	43981
28932	Personal Travel	Eco	5115	112046	104233
16607	Personal Travel	Eco	30508	4394	14542
14421	Business travel	Business	36279	69066	7254
25169	Business travel	Business	332	109796	82497
18148	Business travel	Business	31204	44786	11449
27805	Business travel	Eco	5890	62015	42177
16792	Business travel	Eco	7506	17870	12124
13995	Personal Travel	Eco Plus	8927	119761	96772
12448	Business travel	Business	28652	86790	101611
14215	Business travel	Business	40727	61573	52369
11918	Personal Travel	Eco	350	95088	58849
11416	Business travel	Eco Plus	38225	51330	86798
24589	Business travel	Business	42117	60458	89731
14110	Business travel	Eco	24476	26146	95810
23648	Business travel	Business	9920	61456	83557
14354	Personal Travel	Eco	46426	116519	91416
23531	Business travel	Business	9610	14081	314
15822	Business travel	Business	8340	15979	89931
27271	Personal Travel	Eco	37808	52030	65315
27299	Business travel	Business	4805	447	88481
25461	Business travel	Business	7784	686	28326
25168	Business travel	Business	8249	92004	11684
25163	Business travel	Business	40310	31270	15823
19895	Business travel	Business	10509	42960	95732
13250	Personal Travel	Eco	4960	93989	68481
23705	Business travel	Business	6116	3771	76947
11026	Business travel	Business	35032	121736	28294
25606	Business travel	Eco	50	49885	26467
23294	Personal Travel	Eco	775	113177	36059
24759	Business travel	Eco	350	4153	24364
23817	Business travel	Business	8896	125180	56147
23295	Business travel	Business	8062	52580	15500
24444	Business travel	Business	4060	44085	51201
27058	Personal Travel	Eco	3944	96725	49264
20917	Personal Travel	Eco	2938	58810	56485
28232	Business travel	Business	5916	82922	23377
29287	Business travel	Business	7089	56547	39788
29200	Business travel	Business	155	87032	19327
21534	Business travel	Business	139	69482	127787
26525	Business travel	Business	8340	10390	91407
21669	Personal Travel	Eco	3596	92690	126396
25100	Personal Travel	Eco Plus	155	98722	21672
26635	Personal Travel	Eco	139	72145	36723
19766	Business travel	Eco	4650	42091	126817
21495	Business travel	Eco	2825	46040	41597
14617	Business travel	Business	7192	32679	67728
16165	Business travel	Eco	339	43320	108427
21324	Business travel	Business	2938	110197	23695
24323	Business travel	Business	6728	79385	44576
26021	Business travel	Eco	113	62730	8876
18245	Personal Travel	Eco	8618	98077	107263
17614	Business travel	Business	5977	37230	69895
12677	Business travel	Business	3364	115328	70287
16667	Business travel	Business	4292	25059	45163
20262	Business travel	Eco	4805	41770	112759
21294	Business travel	Eco	226	40726	47431
18847	Business travel	Business	8618	63987	44900
28360	Business travel	Eco Plus	4640	24299	119907
22217	Business travel	Business	8618	126681	94162
16917	Business travel	Business	6960	58700	16714
28252	Business travel	Eco	113	27467	89187
18862	Business travel	Business	155	88864	116489
12168	Business travel	Business	4872	64600	129084
26764	Business travel	Business	8340	115785	54918
12967	Business travel	Eco	2147	108691	87707
23280	Personal Travel	Eco Plus	6394	76108	47166
15430	Business travel	Business	8340	56411	51553
17378	Business travel	Business	2712	110303	14396
29456	Business travel	Business	4060	72404	128278
18752	Business travel	Eco	452	96394	25143
12786	Business travel	Eco	8479	20563	75143
17513	Business travel	Business	1921	1490	53472
13737	Business travel	Business	139	45278	25279
11737	Business travel	Business	6264	59897	88229
15840	Business travel	Eco	278	8697	119497
28345	Personal Travel	Eco	8757	129487	129067
18764	Business travel	Business	8201	97053	71241
17416	Business travel	Business	278	10933	59914
25170	Personal Travel	Eco	116	30102	54136
17521	Business travel	Business	226	51535	109599
26979	Business travel	Business	7424	121338	99864
25405	Business travel	Business	8618	91734	116392
27906	Business travel	Business	5916	35964	20928
13985	Business travel	Business	113	99210	115538
12586	Business travel	Eco	1395	125584	26627
15765	Business travel	Business	8201	21612	53242
28797	Business travel	Eco Plus	6612	80598	4882
11767	Business travel	Business	24	86136	10047
17064	Personal Travel	Eco	8757	106611	14855
13007	Business travel	Business	2088	48775	113634
21698	Business travel	Business	5085	59196	89339
13714	Business travel	Business	8618	44402	29075
28408	Business travel	Business	9455	85685	99199
15610	Personal Travel	Eco	232	99696	14172
23827	Business travel	Business	24	12677	11652
18463	Personal Travel	Eco Plus	139	1388	56539
22789	Business travel	Eco	9300	38794	11369
21699	Personal Travel	Eco Plus	8618	95563	15630
11059	Business travel	Business	116	96452	1348
20261	Business travel	Business	8835	127559	8632
26544	Business travel	Business	232	48713	129740
25506	Business travel	Eco	113	33878	53770
15951	Business travel	Business	8680	122016	97847
17515	Business travel	Business	139	88359	64341
18368	Business travel	Business	7645	119186	1496
19091	Personal Travel	Eco	8340	40863	82651
20059	Business travel	Business	791	76374	60907
26225	Business travel	Business	226	80144	3139
13586	Business travel	Business	7076	92091	78293
22767	Personal Travel	Eco	8479	109973	38489
20975	Business travel	Eco	9145	87204	11420
26460	Business travel	Business	278	60674	43561
19271	Business travel	Business	8618	12718	111028
21277	Business travel	Eco	928	28131	106801
26239	Personal Travel	Eco	8201	53601	114354
13244	Business travel	Business	310	3934	108534
11947	Business travel	Business	139	2409	128569
29111	Personal Travel	Eco	5650	22632	115366
21400	Business travel	Eco	39059	87272	93546
17244	Business travel	Eco	6215	42677	93603
27019	Business travel	Business	39198	42798	84861
17449	Personal Travel	Eco	304	38679	92422
21325	Personal Travel	Eco	43646	63933	113073
20268	Personal Travel	Eco	2224	36671	118292
28127	Business travel	Business	7784	7065	89871
11468	Business travel	Business	30740	127923	26543
21192	Business travel	Eco	9379	853	34447
23474	Business travel	Eco Plus	4650	124438	50252
21393	Personal Travel	Eco	4309	45937	63161
20085	Personal Travel	Eco Plus	33988	66873	90621
27544	Business travel	Business	39198	118059	59841
26029	Business travel	Eco	9605	15876	45470
15960	Business travel	Business	7089	58404	60039
27712	Business travel	Business	4960	121768	75653
28753	Personal Travel	Eco Plus	31320	117996	38754
13412	Personal Travel	Eco	7458	3746	14839
23791	Personal Travel	Eco	8215	25544	44691
11339	Personal Travel	Eco	4340	87130	87392
21820	Personal Travel	Eco	4340	48226	47137
28242	Business travel	Business	8023	106006	72553
24670	Business travel	Eco	48094	6891	57409
21094	Business travel	Business	4726	122497	14308
18018	Personal Travel	Eco	7119	77479	74664
24904	Business travel	Eco	11978	49076	128958
19112	Personal Travel	Eco	42117	15481	32665
18836	Business travel	Business	24	2581	123714
15819	Business travel	Business	30972	69349	10307
24617	Personal Travel	Eco	299	119232	85132
27991	Business travel	Business	4520	57077	12716
17585	Business travel	Business	5735	10087	74518
15731	Personal Travel	Eco	155	101876	28527
25544	Personal Travel	Eco	35657	57963	116650
24957	Personal Travel	Eco	5143	16545	52510
16927	Personal Travel	Eco	47677	12453	23250
20931	Business travel	Business	8479	109146	52601
23331	Personal Travel	Eco	9944	46163	37924
22105	Business travel	Business	35028	34340	116135
21232	Personal Travel	Eco	11815	71065	71828
26398	Business travel	Eco Plus	37816	31745	63570
23528	Business travel	Eco	6102	114073	68199
18613	Business travel	Business	8062	116901	2185
19585	Personal Travel	Eco	48511	106446	87690
26453	Business travel	Business	33408	93219	98221
22906	Business travel	Business	31275	376	95006
25438	Personal Travel	Eco	465	30811	1188
28341	Personal Travel	Eco	8757	97982	94852
28047	Business travel	Business	47677	82059	11850
16804	Business travel	Eco	7910	36773	4890
26698	Business travel	Eco	155	47407	35155
28763	Business travel	Business	8062	89620	25881
19767	Personal Travel	Eco	24	43087	3074
15252	Personal Travel	Eco	34333	101759	8243
17990	Personal Travel	Eco Plus	26912	39636	76593
27573	Personal Travel	Eco Plus	304	41344	65398
11327	Business travel	Business	13560	116702	106694
23950	Business travel	Eco	620	77246	126413
19041	Business travel	Business	36540	5557	38574
25644	Personal Travel	Eco	36424	94994	16980
26391	Business travel	Business	27840	67370	102447
24140	Business travel	Eco	299	1003	129023
12332	Personal Travel	Eco	37004	122112	41734
29085	Business travel	Eco	299	41673	72734
13385	Personal Travel	Eco	299	53913	87721
21425	Business travel	Business	33264	79381	10639
12370	Business travel	Business	12435	90514	27451
19346	Business travel	Eco	37391	86830	15491
11633	Personal Travel	Eco	12655	56184	121424
14706	Business travel	Eco	32474	15704	93710
25091	Business travel	Eco	36974	47759	28642
27545	Business travel	Eco	41839	3263	109468
18722	Business travel	Business	38178	52249	112428
21423	Personal Travel	Eco	9226	89429	45413
